Id,y,Split,Cluster
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/206.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/3892.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/3890.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/5904.jpg,0,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/2955.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/5596.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/164.jpg,0,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/4523.jpg,0,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/928.jpg,0,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/3733.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/5459.jpg,1,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/2034.jpg,1,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/5780.jpg,0,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/1402.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/125.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/6296.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/4157.jpg,1,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/1065.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/3299.jpg,0,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/2611.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/788.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/1426.jpg,1,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/2152.jpg,1,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/1296.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/2799.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/3274.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/304.jpg,1,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/394.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/3410.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/6102.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/5788.jpg,0,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/4690.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/1082.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/1839.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/6245.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/244.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/4536.jpg,1,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/3267.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/4192.jpg,1,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/5630.jpg,0,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/236.jpg,0,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/1429.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/5671.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/1805.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/2101.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/3317.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/4034.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/272.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/2457.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/4183.jpg,1,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/1855.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/4901.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/918.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/2747.jpg,1,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/878.jpg,1,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/1093.jpg,0,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/5429.jpg,0,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/1953.jpg,1,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/73.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/1773.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/1904.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/275.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/5692.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/435.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/1959.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/784.jpg,1,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/2213.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/4586.jpg,1,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/2409.jpg,1,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/4993.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/4456.jpg,1,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/4901.jpg,0,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/4172.jpg,0,Train,3
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/316.jpg,1,Train,1
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/4543.jpg,0,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/5337.jpg,0,Train,2
/home/cloudcorn/sameerah/my_exam/data1/train/Benign/3589.jpg,0,Train,0
/home/cloudcorn/sameerah/my_exam/data1/train/Malignant/5448.jpg,1,Train,1
